row,column,value
588,6,41.92573
589,2,Sacramento Ave
590,5,North Bound: 19800 / South Bound: 20400
591,2,Lake Shore Inner Dr
591,4,4700
594,4,8600
595,5,North Bound: 19300 / South Bound: 18100
596,8,(41.93822
596,6,41.93822
598,2,Central Park Ave
598,4,9000
599,5,North Bound: 11400 / South Bound: 12500
600,4,7600
601,8,(41.9329
601,5,North Bound: 22100 / South Bound: 21900
601,6,41.9329
602,5,East Bound: 7900 / West Bound: 7600
603,2,Cumberland Ave
603,5,North Bound: 19200 / South Bound: 18500
604,2,Cumberland Ave
604,5,North Bound: 19100 / South Bound: 20300
605,8,(41.939539
605,5,North Bound: 15200 / South Bound: 13700
605,7,-87.8068
606,8,(41.94619
606,2,Forest Preserve Ave
606,5,East Bound: 7500 / West Bound: 8500
606,6,41.94619
608,5,North Bound: 12300 / South Bound: 11500
609,8,(41.946687
609,7,-87.75694
610,5,North Bound: 20900 / South Bound: 19700
611,5,North Bound: 20700 / South Bound: 17800
614,8,(41.940326
614,7,-87.69968
615,2,California Ave
616,2,Western Ave (over pass)
616,5,North Bound: 15700 / South Bound: 16400
618,4,9500
619,5,North Bound: 11700 / South Bound: 10400
620,2,Lake Shore Inner Dr
623,8,(41.94979
623,6,41.94979
624,5,North Bound: 15400 / South Bound: 16700
625,8,(41.954774
625,2,Narragansett Ave
625,5,North Bound: 12600 / South Bound: 14200
625,7,-87.78662
626,5,North Bound: 15800 / South Bound: 15700
630,5,North Bound: 15700 / South Bound: 17700
631,4,4700
632,4,7500
633,5,North Bound: 13800 / South Bound: 13500
634,8,(41.96815
634,5,North Bound: 11600 / South Bound: 16000
634,6,41.96815
635,5,North Bound: 11300 / South Bound: 11400
636,4,9900
639,5,North Bound: 17000 / South Bound: 17600
640,5,North Bound: 12800 / South Bound: 12200
641,5,North Bound: 10900 / South Bound: 15000
642,5,North Bound: 15900 / South Bound: 18700
643,4,7600
644,8,(42.017888
644,7,-87.67569
645,5,North Bound: 18100 / South Bound: 17500
648,5,North Bound: 15400 / South Bound: 16400
650,5,South Bound: 10900/ Oneway South Bound 
651,5,North Bound: 22400 / South Bound: 16600
652,5,North Bound: 13900 / South Bound: 16200
654,5,North Bound: 12000 / South Bound: 12800
655,8,(41.886115
655,2,Central Park Ave
655,4,8800
655,7,-87.71603
656,8,(41.88602
656,6,41.88602
658,5,North Bound: 16800 / South Bound: 17600
661,8,(41.892395
661,7,-87.64944
662,4,7400
663,5,North Bound: 11200 / South Bound: 11900
664,4,8900
665,5,North Bound: 19400 / South Bound: 18700
667,5,South Bound: 16500/ Oneway South Bound 
669,4,5700
670,1,11021 South
670,4,2000
670,5,North Bound: 2000 / / Oneway North Bound
672,5,East Bound: 6400 / West Bound: 5900
674,8,(41.9237
674,6,41.9237
677,2,Irving Park Rd
681,8,(41.90909
681,6,41.90909
682,4,5900
683,8,(41.88422
683,4,6000
683,5,West Bound: 6000/ Oneway West Bound
683,6,41.88422
684,5,North Bound: 10500 / South Bound: 12600
685,8,(41.893609
685,5,North Bound: 21100 / South Bound: 17900
685,7,-87.63265
686,5,North Bound: 16400 / / Oneway North Bound 
687,8,(41.89363
687,5,South Bound: 21200/ Oneway South Bound 
687,6,41.89363
688,8,(41.89337
688,4,9400
688,6,41.89337
690,2,26th St
690,4,8400
690,5,East Bound: 4500 / West Bound: 3900
691,5,East Bound: 9200 / West Bound: 8500
692,5,North Bound: 12300 / South Bound: 10500
693,8,(41.88535
693,4,8200
693,6,41.88535
694,5,North Bound: 14100 / / Oneway North Bound 
695,5,South Bound: 14500/ Oneway South Bound 
696,5,South Bound: 10600/ Oneway South Bound 
697,5,North Bound: 16800 / / Oneway North Bound
698,8,(41.8848
698,4,8300
698,5,North Bound: 8300 / / Oneway North Bound
698,6,41.8848
699,2,Des Plaines St
699,4,7300
700,2,95Th St
700,5,East Bound: 7200 / West Bound: 7300
701,1,11233 South
702,1,10347 South
702,2,Cottage Grove Ave
703,2,Cottage Grove Ave
704,2,Commercial Ave
705,2,Cottage Grove Ave
706,5,North Bound: 29000 / South Bound: 29100
708,8,(41.778712
708,2,California Ave
708,7,-87.69338
709,5,North Bound: 15400 / South Bound: 14100
710,5,North Bound: 12900 / South Bound: 11100
711,4,5100
712,5,North Bound: 12800 / South Bound: 13800
714,8,(41.92351
714,6,41.92351
715,8,(41.923889
715,2,Sacramento Ave
715,7,-87.70229
716,2,Narragansett Ave
716,5,North Bound: 11100 / South Bound: 12600
717,5,North Bound: 12600 / South Bound: 13900
719,8,(41.938251
719,7,-87.72247
723,5,North Bound: 12100 / South Bound: 13200
724,5,North Bound: 11500 / South Bound: 11200
725,5,North Bound: 12000 / South Bound: 12400
726,4,4800
727,4,8600
728,5,North Bound: 13300 / South Bound: 13500
729,5,North Bound: 11100 / South Bound: 10700
731,2,Central Park Ave
732,5,North Bound: 13300 / South Bound: 10400
735,4,4500
736,8,(41.893745
736,2,Sacramento Ave
736,5,North Bound: 11100 / South Bound: 10300
736,7,-87.70215
737,5,North Bound: 19600 / South Bound: 19800
738,8,(41.90238
738,6,41.90238
738,7,-87.66496
741,5,North Bound: 23900 / South Bound: 21800
742,2,California Ave
742,5,North Bound: 15900 / South Bound: 14900
743,8,(41.96912
743,1,890 West
743,5,East Bound: 7700 / West Bound: 6800
743,6,41.96912
744,1,11159 South
744,4,5400
745,2,Irving Park Rd
746,1,22 West
747,8,(41.90393
747,1,20 West
747,5,East Bound: 9200 / West Bound: 9500
747,6,41.90393
748,1,1 West
749,1,51 East
749,2,119th St
749,4,6900
749,5,East Bound: 3600 / West Bound: 3300
750,1,22 East
750,4,8400
750,5,East Bound: 4300 / West Bound: 4100
751,2,130th St
752,5,South Bound: 13000/ Oneway South Bound 
753,2,California Ave
754,2,107th St
754,4,7900
754,5,East Bound: 4000 / West Bound: 3900
755,2,115th St
755,4,6300
755,5,East Bound: 3000 / West Bound: 3300
756,2,122nd St
756,4,4200
756,5,East Bound: 2200 / West Bound: 2000
757,2,119th St
758,2,115th St
758,5,East Bound: 8100 / West Bound: 7400
759,2,63rd St
759,5,East Bound: 9100 / West Bound: 9100
760,2,59th St
761,5,East Bound: 5800 / West Bound: 5200
762,2,26th St
762,5,East Bound: 7300 / West Bound: 7500
764,5,East Bound: 8400 / West Bound: 8400
765,2,Irving Park Rd
766,2,Irving Park Rd
769,8,(41.97567
769,6,41.97567
770,5,North Bound: 13500 / South Bound: 13600
771,1,45 West
771,2,31st St
771,5,East Bound: 7600 / West Bound: 6500
773,5,East Bound: 9200 / West Bound: 9000
774,5,East Bound: 5500 / West Bound: 5900
775,1,10 East
776,2,California Ave
776,4,5100
777,1,25 North
777,5,North Bound: 18300 / South Bound: 18700
778,1,173 West
778,2,Ohio St
778,5,East Bound: 37700 / / Oneway East Bound 
779,8,(41.6853
779,1,40 West
779,2,115th St
779,5,East Bound: 5700 / West Bound: 6000
779,6,41.6853
781,8,(41.946727
781,7,-87.69064
782,5,East Bound: 9000 / West Bound: 7800
783,2,87th St
784,2,83rd St
784,5,East Bound: 4700 / West Bound: 7500
785,8,(41.961351
785,5,East Bound: 8000 / West Bound: 8400
785,7,-87.68578
786,8,(41.881522
786,5,East Bound: 5300 / West Bound: 7100
786,7,-87.66285
787,8,(41.94592
787,6,41.94592
789,5,North Bound: 10600 / South Bound: 11100
791,8,(41.9588
791,6,41.9588
796,1,10 South
796,5,North Bound: 12100 / / Oneway North Bound
798,5,North Bound: 14000 / South Bound: 13200
800,5,North Bound: 11600 / South Bound: 13400
801,5,North Bound: 12600 / South Bound: 12300
802,5,North Bound: 10200 / South Bound: 10200
803,5,North Bound: 12700 / South Bound: 13200
804,2,Cumberland Ave
804,5,North Bound: 15900 / South Bound: 17100
805,2,Cumberland Ave
805,5,North Bound: 19700 / South Bound: 20900
806,2,Cumberland Ave
806,5,North Bound: 27100 / South Bound: 22300
807,2,Cumberland Ave
807,5,North Bound: 21200 / South Bound: 22700
808,8,(41.996885
808,7,-87.8202
810,5,East Bound: 8600 / West Bound: 8000
813,5,North Bound: 11100 / South Bound: 11400
815,2,Forest Preserve Ave
815,5,East Bound: 4200 / West Bound: 6200
816,2,Forest Preserve Ave
817,5,East Bound: 7400 / West Bound: 6900
818,8,(41.975664
818,5,East Bound: 9100 / West Bound: 8200
818,7,-87.78048
820,8,(41.923882
820,7,-87.77227
822,5,North Bound: 11500 / South Bound: 11700
823,8,(41.94802
823,5,North Bound: 17500 / South Bound: 14600
823,6,41.94802
824,8,(41.91366
824,5,North Bound: 13500 / South Bound: 12500
824,6,41.91366
825,5,North Bound: 15500 / South Bound: 17200
826,5,North Bound: 13100 / South Bound: 13000
827,8,(41.9715
827,5,East Bound: 5500 / West Bound: 4700
827,6,41.9715
828,5,East Bound: 8000 / West Bound: 6100
829,2,Irving Park Rd
830,2,Irving Park Rd
835,5,North Bound: 16600 / South Bound: 15000
837,2,Narragansett Ave
837,5,North Bound: 11000 / South Bound: 13200
838,2,Narragansett Ave
838,5,North Bound: 10100 / South Bound: 14800
839,2,Narragansett Ave
840,2,Narragansett Ave
844,8,(41.8807
844,1,71 South
844,5,North Bound: 11100 / South Bound: 10100
844,6,41.8807
845,5,North Bound: 17100 / South Bound: 17000
846,8,(41.94665
846,6,41.94665
846,7,-87.70393
848,8,(41.917263
848,5,East Bound: 8900 / West Bound: 9100
848,7,-87.71828
850,8,(41.917017
850,5,East Bound: 8400 / West Bound: 8800
850,7,-87.73874
852,8,(41.93923
852,6,41.93923
855,5,East Bound: 8000 / West Bound: 8600
856,2,California Ave
857,2,California Ave
858,2,California Ave
859,2,California Ave
860,2,Central Park Ave
861,5,East Bound: 8800 / West Bound: 9700
862,5,East Bound: 9300 / West Bound: 8400
866,8,(41.924266
866,7,-87.74431
868,2,Irving Park Rd
869,8,(41.953936
869,2,Irving Park Rd
869,7,-87.70545
870,2,Irving Park Rd
872,8,(41.98049
872,6,41.98049
873,8,(41.94751
873,6,41.94751
873,7,-87.71274
874,8,(41.92195
874,6,41.92195
883,8,(41.918169
883,5,North Bound: 10800 / South Bound: 10500
883,7,-87.72659
884,8,(41.94889
884,5,North Bound: 11100 / South Bound: 11600
884,6,41.94889
887,1,901 West
887,5,East Bound: 8500 / West Bound: 7900
888,8,(41.946768
888,7,-87.6857
889,8,(41.91781
889,6,41.91781
890,1,612 West
890,5,East Bound: 7700 / West Bound: 6100
891,8,(41.91812
891,1,935 West
891,5,East Bound: 7100 / West Bound: 6000
891,6,41.91812
892,5,North Bound: 16600 / South Bound: 17200
893,5,North Bound: 13100 / South Bound: 13600
894,5,East Bound: 9800 / West Bound: 9400
896,5,East Bound: 9200 / West Bound: 9500
899,5,North Bound: 13100 / South Bound: 11900
900,5,East Bound: 9900 / West Bound: 7900
901,5,North Bound: 15500 / South Bound: 16600
908,8,(41.97636
908,6,41.97636
911,8,(41.95443
911,2,Irving Park Rd
911,6,41.95443
912,2,Irving Park Rd
913,8,(41.93136
913,4,6800
913,6,41.93136
914,8,(41.968951
914,7,-87.66443
915,5,East Bound: 8200 / West Bound: 7600
918,8,(41.960186
918,7,-87.68299
919,4,6500
921,5,East Bound: 7300 / West Bound: 9500
922,1,929 West
923,4,8900
924,8,(41.927677
924,7,-87.65853
925,5,North Bound: 20600 / South Bound: 22500
926,8,(42.00351
926,5,North Bound: 21100 / South Bound: 20100
926,6,42.00351
927,4,8800
928,8,(41.92249
928,4,8700
928,6,41.92249
929,5,North Bound: 21600 / South Bound: 23700
930,5,North Bound: 19900 / South Bound: 19300
931,0,1000
931,5,North Bound: 17300 / South Bound: 15800
932,0,1001
932,5,North Bound: 20100 / South Bound: 19900
933,0,1002
933,5,North Bound: 22300 / South Bound: 20200
934,0,1003
934,4,8600
934,5,East Bound: 3800 / West Bound: 4800
935,0,1004
935,5,North Bound: 12800 / South Bound: 13300
936,0,1005
936,8,(41.883496
936,5,North Bound: 16400 / South Bound: 15100
936,7,-87.77476
937,0,1006
937,5,North Bound: 10400 / South Bound: 14400
938,0,1007
938,2,Central Park Ave
939,0,1008
939,5,North Bound: 17800 / South Bound: 17400
940,0,1009
940,4,7000
941,0,1010
941,1,220 West
941,5,East Bound: 14600 / / Oneway East Bound 
942,0,1011
942,1,855 West
942,4,9500
943,0,1012
943,5,East Bound: 8300 / West Bound: 8000
944,0,1013
944,8,(41.90718
944,6,41.90718
945,0,1014
945,5,South Bound: 16300/ Oneway South Bound 
946,0,1015
946,1,15 South
946,4,9900
947,0,1017
947,5,North Bound: 18700 / South Bound: 17900
948,0,1018
948,8,(41.893685
948,5,North Bound: 16800 / South Bound: 15600
948,7,-87.68678
949,0,1019
949,5,North Bound: 17400 / South Bound: 16500
950,0,1020
950,2,18th St
950,4,9500
950,5,East Bound: 5000 / West Bound: 4500
951,0,1021
951,2,26th St
951,5,East Bound: 9000 / West Bound: 9400
952,0,1022
952,2,26th St
952,5,East Bound: 8100 / West Bound: 9200
953,0,1023
953,8,(41.8702
953,5,North Bound: 15300 / South Bound: 16100
953,6,41.8702
954,0,1024
954,8,(41.902488
954,5,East Bound: 8700 / West Bound: 8700
954,7,-87.73753
955,0,1025
955,8,(41.90223
955,5,East Bound: 8400 / West Bound: 9800
955,6,41.90223
955,7,-87.75738
956,0,1026
956,8,(41.87346
956,5,North Bound: 11800 / South Bound: 13500
956,6,41.87346
957,0,1027
957,4,6500
957,5,East Bound: 3300 / West Bound: 3200
958,0,1028
959,0,1029
960,0,1031
960,4,5700
961,0,1032
961,2,Lake St
961,5,East Bound: 5600 / West Bound: 5800
962,0,1033
963,0,1034
964,0,1035
964,5,East Bound: 5500 / West Bound: 7900
965,0,1036
966,0,1037
967,0,1038
968,0,1039
969,0,1041
969,1,250 East
969,2,26th St
969,4,8400
969,5,East Bound: 3600 / West Bound: 4800
970,0,1042
970,1,310 West
970,2,31st St
970,5,East Bound: 6900 / West Bound: 7400
971,0,1043
971,1,52 East
971,2,31st St
971,5,East Bound: 6100 / West Bound: 5600
972,0,1044
972,1,452 West
972,2,47th St
973,0,1045
973,1,316 West
973,2,51st St
973,5,East Bound: 8100 / West Bound: 6300
974,0,1046
974,1,335 West
974,2,59th St
974,5,East Bound: 8000 / West Bound: 8800
975,0,1047
975,1,344 West
975,2,63rd St
975,5,East Bound: 5100 / West Bound: 5700
976,0,1048
976,1,253 East
976,2,63rd St
976,5,East Bound: 9400 / West Bound: 8500
976,6,41.78018
976,8,(41.78018
977,0,1049
977,4,3800
978,0,1050
978,1,555 West
979,0,1051
979,1,222 West
980,0,1052
980,4,5100
981,0,1053
982,0,1054
982,8,(41.89604
982,5,North Bound: 15800 / South Bound: 14700
982,6,41.89604
983,0,1055
983,5,North Bound: 18200 / South Bound: 16800
984,0,1056
984,5,North Bound: 19100 / South Bound: 16600
985,0,1057
985,5,East Bound: 5500 / West Bound: 5600
986,0,1058
986,8,(41.899615
986,5,East Bound: 9700 / West Bound: 9200
986,7,-87.67336
987,0,1059
987,4,8500
987,5,East Bound: 4000 / West Bound: 4500
988,0,1060
988,5,North Bound: 10200 / / Oneway North Bound
989,0,1061
989,2,Central Park Ave
989,4,7600
990,0,1062
990,1,64 North
990,2,Central Park Ave
991,0,1063
991,1,303 East
992,0,1065
993,0,1066
994,0,1067
994,5,East Bound: 8900 / West Bound: 9900
995,0,1068
995,5,South Bound: 20700/ Oneway South Bound 
996,0,1069
997,0,1070
997,1,16 South
997,5,South Bound: 15500/ Oneway South Bound 
998,0,1071
998,5,South Bound: 17300/ Oneway South Bound 
999,0,1072
999,5,North Bound: 14300 / South Bound: 11500
1000,0,1074
1000,8,(41.8852
1000,4,6900
1000,6,41.8852
1001,0,1075
1001,8,(41.880534
1001,7,-87.64115
1002,0,1077
1002,8,(41.87138
1002,5,North Bound: 18700 / South Bound: 18300
1002,6,41.87138
1003,0,1078
1003,1,85 West
1004,0,1079
1004,1,40 East
1005,0,1080
1006,0,1081
1006,5,North Bound: 10500 / South Bound: 11000
1007,0,1082
1008,0,1083
1008,1,50 North
1008,6,41.88276
1008,8,(41.88276
1009,0,1084
1009,5,North Bound: 16100 / / Oneway North Bound 
1010,0,1085
1010,1,77 South
1010,5,North Bound: 18500 / / Oneway North Bound 
1011,0,1087
1012,0,1088
1013,0,1089
1013,1,420 West
1014,0,1090
1015,0,1091
1015,4,5000
1015,5,East Bound: 2200 / West Bound: 2800
1016,0,1092
1016,1,315 West
1017,0,1093
1017,8,(41.891001
1017,7,-87.66523
1018,0,1094
1018,1,242 East
1018,8,(41.891791
1018,7,-87.62091
1019,0,1095
1019,5,East Bound: 8700 / West Bound: 8700
1020,0,1096
1020,5,East Bound: 9500 / West Bound: 9300
1021,0,1097
1021,5,East Bound: 9000 / West Bound: 9400
1022,0,1099
1023,0,1100
1023,5,North Bound: 10200 / South Bound: 10200
1024,0,1101
1024,8,(41.884845
1024,7,-87.64745
1025,0,1104
1025,8,(41.892668
1025,7,-87.71135
1026,0,1105
1027,0,1106
1028,0,1107
1028,4,4200
1028,5,North Bound: 4200 / / Oneway North Bound 
1029,0,1108
1029,4,6000
1029,5,East Bound: 2700 / West Bound: 3300
1030,0,1109
1030,5,East Bound: 4300 / West Bound: 5900
1031,0,1110
1031,1,625 West
1031,5,East Bound: 11900 / / Oneway East Bound 
1032,0,1111
1032,1,223 West
1032,5,East Bound: 11300 / / Oneway East Bound 
1033,0,1112
1033,4,8600
1034,0,1113
1035,0,1114
1035,1,901 West
1035,2,Lake St
1035,5,East Bound: 7200 / West Bound: 6900
1036,0,1115
1036,2,Lake St
1036,4,7700
1036,5,East Bound: 4300 / West Bound: 3400
1037,0,1116
1037,5,North Bound: 17700 / South Bound: 14600
1038,0,1117
1038,1,37 South
1039,0,1118
1039,5,East Bound: 6000 / West Bound: 4500
1040,0,1119
1040,8,(41.881657
1040,5,East Bound: 7400 / West Bound: 8400
1040,7,-87.65456
1041,0,1120
1041,1,600 West
1042,0,1121
1043,0,1122
1043,5,North Bound: 12500 / South Bound: 10000
1044,0,1123
1045,0,1124
1045,5,South Bound: 10800/ Oneway South Bound 
1046,0,1125
1046,4,5200
1047,0,1126
1047,5,North Bound: 16400 / South Bound: 16700
1048,0,1127
1048,1,30 South
1048,5,North Bound: 25400 / South Bound: 21100
1049,0,1128
1049,5,North Bound: 21200 / South Bound: 21000
1050,0,1129
1050,8,(41.903687
1050,7,-87.667
1051,0,1130
1052,0,1133
1052,1,57 West
1052,2,Ohio St
1052,5,East Bound: 32800 / / Oneway East Bound 
1053,0,1134
1053,1,230 East
1053,2,Ohio St
1053,5,East Bound: 12300 / / Oneway East Bound 
1054,0,1135
1055,0,1137
1055,5,North Bound: 12400 / South Bound: 11500
1056,0,1138
1056,5,North Bound: 12200 / South Bound: 11600
1057,0,1139
1057,1,34 North
1057,5,North Bound: 12300 / South Bound: 11200
1058,0,1140
1059,0,1141
1059,1,35 South
1060,0,1142
1060,1,225 West
1061,0,1143
1061,1,908 West
1061,4,9300
1061,5,West Bound: 9300/ Oneway West Bound
1062,0,1144
1062,1,615 West
1063,0,1146
1063,8,(41.886224
1063,2,Sacramento Ave
1063,5,North Bound: 10500 / South Bound: 10000
1063,7,-87.70135
1064,0,1147
1064,2,Sacramento Ave
1064,5,North Bound: 11200 / South Bound: 10900
1065,0,1148
1066,0,1149
1067,0,1150
1067,5,North Bound: 11600 / South Bound: 11500
1068,0,1152
1068,8,(41.796139
1068,7,-87.62574
1069,0,1153
1070,0,1154
1071,0,1155
1071,5,North Bound: 20200 / South Bound: 11200
1072,0,1156
1072,1,839 West
1072,5,East Bound: 3000 / West Bound: 7500
1072,6,41.87665
1072,8,(41.87665
1073,0,1158
1073,4,8800
1074,0,1160
1074,1,30 South
1074,4,9200
1074,6,41.88133
1074,8,(41.88133
1075,0,1161
1076,0,1162
1076,1,55 West
1077,0,1163
1077,5,North Bound: 11100 / South Bound: 12700
1078,0,1164
1078,4,6000
1079,0,1165
1079,4,4500
1080,0,1166
1080,2,31st St
1080,5,East Bound: 7000 / West Bound: 7900
1081,0,1167
1081,2,31st St
1081,5,East Bound: 9000 / West Bound: 9800
1082,0,1168
1082,5,North Bound: 20300 / South Bound: 18400
1083,0,1169
1083,2,Blue Island Ave
1084,0,1170
1084,2,Central Park Ave
1084,4,9100
1085,0,1171
1085,2,Central Park Ave
1086,0,1173
1086,5,East Bound: 8900 / West Bound: 9100
1087,0,1174
1088,0,1175
1088,5,North Bound: 10800 / South Bound: 11100
1089,0,1176
1089,8,(41.83815
1089,4,2000
1089,5,North Bound: 2000 / / Oneway North Bound 
1089,6,41.83815
1090,0,1177
1090,5,North Bound: 15300 / South Bound: 17500
1091,0,1178
1092,0,1179
1093,0,1181
1093,8,(41.846235
1093,7,-87.72462
1094,0,1182
1095,0,1183
1095,8,(41.866765
1095,7,-87.67545
1096,0,1184
1096,8,(41.866958
1096,7,-87.659
1097,0,1185
1097,5,North Bound: 22400 / South Bound: 19100
1098,0,1186
1098,2,47th St
1099,0,1187
1099,2,47th St
1100,0,1188
1100,2,51st St
1100,5,East Bound: 6700 / West Bound: 7900
1101,0,1189
1101,8,(41.792767
1101,2,55th St
1101,7,-87.76029
1102,0,1190
1102,2,59th St
1103,0,1191
1103,2,63rd St
1104,0,1192
1104,8,(41.778536
1104,2,63rd St
1104,7,-87.73304
1105,0,1193
1105,2,63rd St
1105,5,East Bound: 9800 / West Bound: 9300
1106,0,1194
1106,8,(41.764348
1106,2,71st St
1106,5,East Bound: 7900 / West Bound: 7700
1106,7,-87.70478
1107,0,1195
1107,2,79th St
1108,0,1196
1108,8,(41.7348
1108,2,87th St
1108,6,41.7348
1109,0,1197
1109,8,(41.793573
1109,7,-87.77629
1110,0,1198
1110,8,(41.792242
1110,7,-87.78702
1111,0,1199
1111,5,North Bound: 15800 / South Bound: 14800
1112,0,1200
1112,5,North Bound: 14200 / South Bound: 16300
1113,0,1201
1113,8,(41.780847
1113,2,California Ave
1113,7,-87.69344
1114,0,1202
1114,2,California Ave
1114,5,North Bound: 11800 / South Bound: 13500
1115,0,1203
1115,5,North Bound: 33600 / South Bound: 33600
1116,0,1204
1116,5,North Bound: 28400 / South Bound: 28400
1117,0,1205
1117,5,North Bound: 28800 / South Bound: 30300
1118,0,1206
1119,0,1207
1119,8,(41.962199
1119,7,-87.73154
1120,0,1208
1120,1,660 West
1121,0,1209
1121,8,(41.783408
1121,5,North Bound: 31900 / South Bound: 31800
1121,7,-87.80116
1122,0,1210
1122,8,(41.80691
1122,5,North Bound: 17400 / South Bound: 17300
1122,6,41.80691
1123,0,1211
1123,5,North Bound: 15100 / South Bound: 15100
1124,0,1212
1124,8,(41.88529
1124,2,Lake St
1124,5,East Bound: 5700 / West Bound: 7400
1124,6,41.88529
1125,0,1213
1125,1,233 West
1125,2,Lake St
1125,5,East Bound: 13200 / / Oneway East Bound
1125,7,-87.63502
1125,8,(41.885733
1126,0,1214
1126,5,East Bound: 8800 / West Bound: 8800
1127,0,1215
1128,0,1216
1128,2,Narragansett Ave
1129,0,1217
1129,1,230 East
1130,0,1218
1130,5,North Bound: 30700 / South Bound: 26000
1131,0,1219
1131,8,(41.797723
1131,5,North Bound: 33300 / South Bound: 27100
1131,7,-87.72329
1132,0,1220
1132,8,(41.73879
1132,5,North Bound: 16500 / South Bound: 17300
1132,6,41.73879
1133,0,1221
1133,5,North Bound: 15600 / South Bound: 16600
1134,0,1222
1134,1,469 West
1134,2,26th St
1134,4,9300
1134,5,East Bound: 4500 / West Bound: 4800
1134,7,-87.6394
1134,8,(41.845422
1135,0,1223
1135,2,31st St
1135,4,8600
1135,5,East Bound: 5500 / West Bound: 3100
1136,0,1224
1136,2,35th St
1136,5,East Bound: 4800 / West Bound: 5900
1137,0,1225
1137,2,63rd St
1137,5,East Bound: 5800 / West Bound: 5500
1138,0,1226
1138,1,222 West
1138,2,75th St
1139,0,1227
1139,2,79th St
1140,0,1228
1140,2,83rd St
1140,5,East Bound: 7400 / West Bound: 6500
1141,0,1229
1141,1,204 West
1141,2,83rd St
1142,0,1230
1142,5,East Bound: 9400 / West Bound: 9800
1143,0,1231
1143,5,North Bound: 21100 / South Bound: 18300
1144,0,1232
1144,5,North Bound: 17900 / South Bound: 17600
1145,0,1233
1145,8,(41.7445
1145,5,North Bound: 18200 / South Bound: 16100
1145,6,41.7445
1146,0,1234
1146,5,North Bound: 10200 / South Bound: 10100
1147,0,1235
1147,8,(41.83206
1147,5,North Bound: 12200 / South Bound: 15400
1147,6,41.83206
1148,0,1236
1149,0,1237
1149,8,(41.741618
1149,5,North Bound: 15100 / South Bound: 13900
1149,7,-87.64378
1150,0,1238
1150,4,6000
1151,0,1239
1151,5,East Bound: 7400 / West Bound: 8000
1152,0,1240
1152,8,(41.828474
1152,4,6900
1152,7,-87.65091
1153,0,1241
1153,4,4500
1154,0,1242
1155,0,1243
1155,4,9000
1156,0,1244
1157,0,1245
1157,8,(41.859764
1157,7,-87.65648
1158,0,1248
1158,8,(41.78592
1158,5,North Bound: 24800 / South Bound: 17100
1158,6,41.78592
1159,0,1250
1159,1,440 East
1159,2,31st St
1159,5,East Bound: 8200 / West Bound: 8400
1160,0,1251
1160,1,505 East
1160,5,East Bound: 6000 / West Bound: 6400
1160,6,41.82387
1160,8,(41.82387
1161,0,1252
1161,1,723 East
1161,2,43rd St
1161,4,7600
1161,5,East Bound: 3900 / West Bound: 3700
1162,0,1253
1162,1,428 East
1162,2,47th St
1162,5,East Bound: 7100 / West Bound: 7100
1163,0,1254
1163,2,51st St
1163,4,4400
1163,5,East Bound: 1000 / West Bound: 3400
1164,0,1255
1164,2,71st St
1164,4,9900
1164,5,East Bound: 4700 / West Bound: 5200
1164,7,-87.58112
1164,8,(41.766026
1165,0,1256
1165,2,79th St
1165,4,8600
1165,5,East Bound: 3800 / West Bound: 4800
1166,0,1257
1166,8,(41.739248
1166,7,-87.54536
1167,0,1258
1167,2,Commercial Ave
1168,0,1259
1168,2,Cottage Grove Ave
1169,0,1260
1169,2,Cottage Grove Ave
1169,5,North Bound: 14200 / South Bound: 10800
1170,0,1261
1170,8,(41.774091
1170,5,North Bound: 14600 / South Bound: 14600
1170,7,-87.57604
1171,0,1262
1171,5,North Bound: 13100 / South Bound: 12800
1172,0,1263
1173,0,1264
1173,2,Dr Martin Luther King Jr Dr
1174,0,1265
1174,2,Dr Martin Luther King Jr Dr
1175,0,1266
1175,5,North Bound: 10500 / South Bound: 11100
1176,0,1267
1176,8,(41.78652
1176,2,Midway Plaissance
1176,5,East Bound: 7900 / West Bound: 6500
1176,6,41.78652
1177,0,1272
1177,2,Stony Island Ave
1178,0,1273
1178,2,87th St
1179,0,1274
1180,0,1275
1180,5,North Bound: 10800 / South Bound: 11100
1181,0,1276
1182,0,1277
1183,0,1278
1183,5,North Bound: 11900 / South Bound: 12600
1184,0,1279
1184,1,121 West
1184,2,107th St
1184,4,9100
1184,5,East Bound: 4600 / West Bound: 4500
1185,0,1280
1185,1,28 West
1185,2,111th St
1185,5,East Bound: 6200 / West Bound: 6600
1186,0,1281
1186,1,714 West
1186,2,115th St
1186,5,East Bound: 5500 / West Bound: 6700
1187,0,1282
1187,2,119th St
1187,5,East Bound: 7100 / West Bound: 6200
1188,0,1283
1188,1,124 East
1188,2,127th St
1189,0,1284
1189,1,400 East
1189,2,130th St
1190,0,1285
1190,1,10801 South
1190,2,Cottage Grove Ave
1191,0,1286
1191,1,10621 South
1191,5,North Bound: 17400 / South Bound: 14400
1192,0,1287
1192,1,12535 South
1192,5,North Bound: 12500 / South Bound: 11100
1193,0,1288
1193,1,11027 South
1193,2,Dr Martin Luther King Jr Dr
1193,4,8900
1194,0,1289
1194,1,10400 South
1195,0,1291
1195,1,11356 South
1195,4,5300
1196,0,1292
1196,1,646 West
1196,2,103rd St
1197,0,1293
1197,2,112th St
1197,4,6300
